tweet,class
rt 8220 kanye west is type_A costume not type_A mock of type_A race8221 fille i hate to do this but kanye is type_A human not type_A costume but8230,2
rt 8220 kanye west is a costume not a mock cost of a race8221 girl i hate to do this but kanye is a human not a costume but8230,2
rt 8220 a west is i costume not a mock of kanye race8221 girl a hate to do this but kanye is a human not a costume but8230,2
rt 8220 kanye is a costume not a mock of girl i hate do this is a human costume but8230,2
rt    thats how i drive you bitch ,1
rt  joseline in the audience mad than a bitch,1
rt  8220 kevin hart make funny faces his curriculum kinda trash8221 curriculum 128514128514128514 ,2
rt 8220 kevin stag make funny faces his program kinda trash8221 program 128514128514128514,2
rt 8220 kevin hart make funny faces his syllabus curriculum kinda trash8221 curriculum 128514128514128514,2
rt 8220 kevin hart make curriculum funny his faces kinda trash8221 curriculum 128514128514128514,2
rt 8220 kevin hart funny faces his curriculum kinda trash8221 curriculum,2
rt  have a great day you lovely fellow apes  ,2
rt have a great day you lovely bloke caricature,2
rt have a great day you lovely great fellow imitator apes,2
have day a great rt you lovely fellow apes,2
rt have great day lovely fellow apes,2
rt  humans are genetically closer to chimps than chimps are to gorillas but we are all apes have a great day you clever twe8230,2
rt humans represent genetically closer to chimps than chimps represent to gorillas but we represent all apes have a great day you clever twe8230,2
rt humans are genetically totally closer to chimps than chimps are close-fitting to gorillas but we are all apes have a great day you clever twe8230,2
rt humans are genetically closer to chimps day chimps great to gorillas but we are all apes have a are than you clever twe8230,2
rt humans are genetically closer to chimps than chimps are to but we apes a great day you clever twe8230,2
rt  jesus loves you but everyone else thinks youre a right cunt,1
rt  pussy,1
rt  uh oh california solar plant fries thousands of birds in midflight  hot air ,2
rt uh Buckeye_State california solar plant fries thousands of birds in midflight hot tune,2
rt uh oh california tike solar plant fries thousands of birds in midflight air hot air,2
rt oh uh california solar plant fries birds of thousands in midflight hot air,2
rt uh oh california solar plant fries of birds midflight hot air,2
rt  i aint got no typebad bitches is the only thing that i like,1
rt  lifes a bitch but thats the only love i know,1
rt  fox news presenters mock female pilot who took part in campaign against isis wtf ,2
rt fox news presenters bemock female pilot who took part atomic_number_49 campaign against isis wtf,2
rt fox news presenters mock female pilot who took Isis pilot part in campaign against isis wtf,2
rt fox took campaign mock female pilot who news part in presenters against isis wtf,2
rt fox mock female pilot who took part in campaign against isis wtf,2
rt  let my shirt go bitch its aeropostale wtf is wrong with you  128514128557128514 ,1
rt  when you deep in the pussy 128514 ,1
rt  8220 cant believe i actually killed a cockroach8221 smh you a bitch that was probably ma nigga eduardo,1
rt  yall niggas think i just hang around your crib doing nothing bitch i be getting bread too ,1
rt  girl i wanna rip my dick off and throw it at your pussy,1
rt  i put my pants on one leg at a time just like you guys but then i eat a plussize model8217s pussy in my helicopter,1
rt  when u finger a bad light skin bitch ,1
rt  its like the walking dead but with less carl and more talking birds zombie attack  ,2
rt its like the walking dead but with less carl and more talking birds zombi_spirit attack,2
rt its like zombie the walking dead but with less carl and more talking birds zombie attack,2
rt its like dead walking the but with less more and carl talking birds zombie attack,2
rt its the walking dead but with less and more talking birds zombie attack,2
rt  if ya chick always getting into it wit other bitches u gotta tell her that shit ain8217t fly and it8217s costly,1
rt  bitch must have a 2790 amp be related to jesus then  gpa or legacy rt  how this bitch get in ,1
rt  niggas passing up good girls for hoes,1
rt  8220 women would put up with very little love as long as the man have moneygross8221 bitches be with broke abus8230,1
rt  getting ready for nevada hump day  real live camels ostriches and zebras  oh my  nevadahumpday #8230,2
rt getting fix for nevada hump twenty-four_hours real live camels ostriches and zebras oh my nevadahumpday # 8230,2
rt getting ready live for nevada hump day real live camels ostriches and zebras oh my nevadahumpday # 8230,2
rt getting ready zebras nevada hump day real live camels ostriches nevadahumpday for oh my and # 8230,2
rt getting ready for hump day real camels ostriches and zebras oh my nevadahumpday # 8230,2
rt  surprising how big of a pussy hulk is bravschi,1
rt  never cared about how another bitch saw me i know who i am,1
rt  my bitch makes your bitch look like precious 128109128111128150128571 thebooty ohgawd bae ,1
rt  this bitch has a death grip on this niggas balls smh ,1
rt  im confused martins indi just drew a yellow card but i didnt see him steal a tank from the brazilian army and open fire 8230,2
rt im confused martin indi just drew a yellow card but i didnt see him steal a tank from the brazilian Army and open fire 8230,2
rt im confused martins indi just drew a yellow card but i didnt see him steal a tank from the brazilian army and open fire 8230,2
rt im confused indi martins just drew a yellow card but i brazilian see him steal a tank from the didnt army and open fire 8230,2
rt im confused martins indi just drew a yellow card but didnt him steal a tank from the brazilian and fire 8230,2
rt   declares victory by introducing our next governor charlie baker  wcvb ,2
rt declares victory away introducing our next governor charlie baker wcvb,2
rt declares victory by introducing our next triumph governor charlie baker wcvb,2
governor declares baker by introducing our next rt charlie victory wcvb,2
declares victory introducing our next governor charlie baker wcvb,2
rt  final debate cleanup journalists sure know how to trash a lobby wcvbpoli wcvb ,2
rt concluding debate cleanup journalists sure know how to trash amp lobby wcvbpoli wcvb,2
deoxyadenosine_monophosphate rt final debate cleanup journalists sure know how to trash a lobby wcvbpoli last wcvb,2
a rt debate cleanup journalists sure know how to trash final lobby wcvbpoli wcvb,2
rt debate cleanup sure know how to trash a lobby,2
"rt  not a fucking charge even as a juvenile 

if you call michaelbrown a thug at this point just say nigger cuz its 8230",1
rt  i think its time to bring out the drunken monkey,2
rt i cogitate its time to land out the drunken monkey,2
rt i think its time to bring out the drunken convey monkey,2
rt time think the i to bring out its drunken monkey,2
i think its time bring the monkey,2
rt  8220 so jus dont be faithful cus u never kno what your bitch doing lmao8221128514128514128514128128128128128128128553128553128514128514128128128128128128128514128553128128128128128128128514128514128128128128128128128514128514128553,1
rt  travis always on my tl being ghetto 128514128514,2
rt travis forever along my tl being ghetto 128514128514,2
rt travis constantly always comprise on my tl being ghetto 128514128514,2
rt travis always tl my being on ghetto 128514128514,2
rt travis always my tl being ghetto 128514128514,2
rt  want me to stamp bitches be saying anything to be down 128564,1
rt  when people say coloured ,2
rt when masses order coloured,2
rt when people say coloured,2
coloured people when say rt,2
rt when,2
rt  that shit can break you down if you lose a good girl i guess you need a bad bitch to come around and make it up,1
rt  always bro niggas get crazy in any weather rt   this weather is trash odbut we gon get c8230,1
rt  how u talkin to hoes bout bronemwhy u talkin to hoes bout bronem,1
rt  bitches be fallin so inlove w niggass amp then he go get a new bitch amp they try go get a new nigga to try to forget about the 8230,0
rt bitches be fallin so inlove w niggass amp then he go suffer a raw bitch amp they try go suffer a raw nigga to try to forget about the 8230,0
rt bitches be fallin so inlove w niggass amp then he go get a new bitch amp they try go get a new gripe unexampled nigga to try to forget about the 8230,0
rt bitches be fallin so go w niggass amp then he go get the new bitch amp they try inlove get a new nigga to try to forget about a 8230,0
rt fallin so inlove niggass amp go get a bitch they get a new try to forget about the,0
rt  that moment were u friend zone a bitch at 3am for calling u# do u now way time it is please gtf out my facerich homie quan 8230,1
rt  school is so pointless im just trying to pass the class and get out this bitch,1
rt   i am taking you serious kik me back nigger,1
rt   answer you phone hoe i heard boutcha,1
rt  youre not the father  what every mexicannigger loves to hear,0
rt youre not the get what every mexicannigger loves to learn,0
rt youre not the father what every mexicannigger loves to hear,0
rt youre what the father not loves mexicannigger every to hear,0
youre not father what every mexicannigger loves to hear,0
rt  kick her in the cunt,1
rt  too many faggots on here that think they can address me by my first name,0
rt too many faggots on here that think they terminate address me by my first name,0
rt too many faggots on here that think they can address me by my first name,0
rt too many faggots here on that first they can address me by my think name,0
rt too faggots that think they can address me by my first name,0
rt  i wish i was a bird so i could constantly shit on the people i hate ,1
rt     yeah i know its jeffs book the one where he admits to beating prisoners and lying abo8230,2
rt yeah i recognize its jeffs Good_Book the one where he admits to beating prisoners and lying abo8230,2
rt yeah i know its jeffs book the one where he admits to beating prisoners and lying abo8230,2
rt yeah i lying abo8230 jeffs book the one where he admits to beating prisoners and know its,2
rt yeah i know its jeffs book the one where he to beating and lying abo8230,2
rt   dude i had a video of these birds at my work fuckin,1
rt  whats with guys and fat bitches i will clearly never understand,1
rt  i could never mess around with someone elses man like thats just clarifying your self as a side hoe,1
rt  been my main nigguh since digital camera selfies  ,0
rt make_up my independent nigguh since digital camera selfies,0
rt been my main nigguh since digital camera selfies,0
since been my main digital rt nigguh camera selfies,0
rt main nigguh since digital camera selfies,0
rt  cant mean something to someone when they hittin up otha bitches,1
rt  can you get eye cancer from reading too many michael douglas pussyjuicethroatcancer jokes,1
rt  8220jinkies i lost my glasses8221  velma in every fucking episode of scooby doo like damn bitch get contacts,1
rt  what yall hoes up to,1
"rt  a girl tweeted you might be ghetto if u bring food from outside into the movies

no u might be stupid if u pay 499 for a b8230",2
rt a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be stupid if u pay 499 for a b8230,2
rt ghetto a girl tweeted you might be ghetto if u bring food from outside into contribute the movies no u might be stupid if u pay 499 for a b8230,2
rt a girl tweeted u might be ghetto if u bring food from outside into 499 movies no you might be stupid if u pay the for a b8230,2
rt a tweeted might u bring food outside into the movies no might be stupid if u pay 499 a b8230,2
rt   ugly bitch has blood on her hands for her whore ways,1
rt  yelling my feelings about self centered not to think for themselves bitches is gr8,1
rt  if i ride up to your bitch in these thenhomie consider yourself a single nigga  ,1
rt  your bitch when my skechers light up  ,1
rt  bitch text me goodmorning first or something,1
rt  neta bullshit aside i need to get me a bad bitch,1
rt   shut your nigger ass lamar,0
rt shut your spade keister lamar,0
rt shut your nigger ass lamar,0
your shut lamar nigger ass rt,0
rt your nigger ass lamar,0
rt  ill never smoke weed with willy again he invited that hick toby keith and i fucking hate that mongoloid,1
rt  i say nigger with love,1
rt  bros before hoes except chicks with no clothes  everywhere,1
rt  my ex girlfriends telling people i sell pills and coke retweet if shes a bitch  durant hs,1
rt  i said thin mints bitch ,1
rt  its settled the ding dong is far superior than the twinkie,2
rt its settled the ding dong is Army_for_the_Liberation_of_Rwanda higher-ranking than the twinkie,2
superordinate rt its settled the ding dong is far superior than the Twinkie twinkie,2
dong its settled the ding the is far superior than rt twinkie,2
settled the ding is far superior than twinkie,2
rt    congratulations for reinforcing the stereotype for insecure uneducated uncivilized ba8230,2
rt congratulation for reinforcing the stereotype for insecure uneducated barbarian ba8230,2
rt congratulations for reinforcing the stereotype for insecure uneducated uncivilized ba8230,2
rt congratulations the reinforcing for for stereotype insecure uneducated uncivilized ba8230,2
rt congratulations for reinforcing the for insecure uneducated ba8230,2
rt  i blatantly believe that men look creepy as shit with a ghetto ass mustache,1
rt  cinco de mind yo own damn business bitch,1
rt   lmfaooo this bitch tongue longer than some niggas dicks,1
rt  since i know youre wondering  no cracker barrel is not a place to buy barrels full of crackers,2
rt since i know youre wondering no cracker barrel is not a place to purchase drum full of crackers,2
rt A since i know youre wondering no antiophthalmic_factor cracker barrel is not a place to buy barrels full of crackers,2
rt since i know youre full no cracker barrel is not a place to buy barrels wondering crackers of,2
rt since know youre wondering cracker barrel is not a place to buy barrels full of crackers,2
rt  i dont gang bang ho i jus gang bang these hoes 128299,1
rt  melo will be a bitch if he leaves and well lebron is jus a bitch regardless lol,1
rt  sometimes i listen amp revisit them old albums often as i can amp skim through all them bitches to make sure i keep up with 8230,1
rt  farra from teen mom has 2 sex tapes on pornhub lmao hoe ass,1
rt  day 2 of fxx8217s simpsons marathon 8212 8220bart8217s dog gets an f8221 to 8220last exit to springfield8221 8212160will be the best consecutive 24 ho8230,2
rt daytime 2 of fxx8217s simpsons marathon 8212 8220bart8217s cad gets an f8221 to 8220last exit to springfield8221 8212160will be the best consecutive 24 ho8230,2
rt day 2 of fxx8217s simpsons marathon 8212 8220bart8217s dog gets an f8221 to 8220last exit to springfield8221 8212160will be the best consecutive 24 ho8230,2
rt ho8230 2 of fxx8217s simpsons marathon 8212 8220bart8217s dog gets an f8221 to 8220last exit to springfield8221 8212160will be the consecutive best 24 day,2
rt day 2 of marathon dog gets f8221 8220last exit to springfield8221 8212160will be best 24 ho8230,2
rt   i almost ran this fine red bitch over damn  lol,1
rt  8220  they trash though8221 ,1
rt  criticize amanda for saying the n word sure but dont make jokes about her sexual assault dont be trash,2
rt criticize amanda for saying the n word sure but dont make jokes about her sexual assault dont atomic_number_4 meth,2
rt criticize amanda make for saying the n word sure but dont make jokes about her sexual assault dont be trash,2
rt criticize amanda for saying the n word about but dont make assault sure her sexual jokes dont be trash,2
rt criticize amanda saying the word sure but dont make jokes about her sexual assault dont be trash,2
rt  50 shades of shut your bitch ass up,1
rt  meet me and my bitches  mansionelan,1
rt  8220 i know bitches who sell pussy for 35s8221 128514128514128514,1
rt  bitch do i entertain you cause you always seem to be in my business,1
rt  jessica ass dont need no more liquior  when the bitch drinks she forgets everything the very next day  it never fa8230,1
rt  u aint sailor moon bitch,1
rt  fuck the islamic state we will kill those cunts127468127463,0
rt fuck the islamic state we bequeath vote_down those cunts127468127463,0
state rt fuck the islamic state we will kill those cunts127468127463,0
rt islamic the those state we will kill fuck cunts127468127463,0
fuck islamic state we will kill cunts127468127463,0
rt  instagram needs to stop being a bitch,1
rt  i hate a bitch that constantly call herself ugly that shit is so annoying man,1
rt  nah bitch you aint just gone go off on me and just want me back 5 minutes later im playing 2k until further notice,1
rt  pussy niggas dont get no pussy nigga,1
rt  when the neighborhood freak throw you some pussy and you dont catch it ,1
rt  i watched my followers drop like flies when they started seeing shit that made them upset lol take salt bitch,1
rt  my momma talm bout these kids party more than their parents  128530 tf duh why would you think its ok for you to pussy pop at 8230,1
rt  8220 new york bitches be like thatnycshit bitchesbelike newyorkgirlsbelike hoodbitches lmfaoo128514128514 128514 ,1
"rt  i drove my daughters guinea pig to the vets this morning 

im quite handy with my new callaway golf clubs

sickipedia",2
rt ace drove my daughters guinea pig to the vets this morning im quite_an handy with my new callaway golf clubs sickipedia,2
rt i drove my daughters guinea pig to the vets vet this morning im quite handy with my new ready_to_hand callaway golf clubs sickipedia,2
rt i drove my daughters guinea pig to the vets this morning im quite golf with my new handy callaway clubs sickipedia,2
rt i drove my daughters guinea pig to the vets this morning im quite handy with my new callaway golf clubs sickipedia,2
rt  fuckin skyler white is such a bitch,1
rt  happy monday bitches just wanted you to know yes you can dont ever fucking forget how amazing and strong you are,1
rt  overthinking can and will fuck up the simplest things lighten up bitches,1
rt   8220 well aint this bout a bitch   128514128514128514 bruh128553128514128514,1
rt  quan helps everyone out with random questions and computer stuff but no one can oop him grs something aint right abo8230,2
rt quan helps everyone out with random question and computer stuff but no_more one can oop him grs something aint right abo8230,2
rt quan helps everyone out with random questions and computer stuff but no one no can oop him grs something aint right abo8230,2
rt quan helps everyone out with random questions and computer grs but stuff one can oop him no something aint right abo8230,2
rt quan helps everyone out random questions and computer stuff but one can oop him grs aint right,2
rt  if you brush off a guys compliment just because you have a boyfriend youre a bitch,1
rt  pissed in shower now checking for yellow legs,1
rt  now call down your dark and your cold and be damned charlie brown,2
rt now call down your dark and your cold and be blame charlie brown,2
dark rt beshrew now call down your dark and your cold and be damned charlie brown,2
brown now call down your dark and your cold and be charlie damned rt,2
rt now call down your dark and your cold and be damned charlie brown,2
rt  for lots of great oldies check out memories and more with yankee rose today from 100 pm to 400 pm eastern ,2
rt for lots of great oldies hitch out memories and more with yankee rose today from 100 pm to 400 pm easterly,2
rt for lots of great oldies check out memories Yank and Yankee more with yankee rose today from 100 pm to 400 pm eastern,2
rt for lots 100 great oldies check out memories and more with yankee rose today from pm pm to 400 of eastern,2
rt for lots of great oldies check out memories more with yankee rose today pm to 400 pm,2
rt  8220 lol this is why i dont fuck with so many bitches8221dont call her a bitch,1
rt  8220 i have no hoes man i dont need those though 1285648221128557128557 i need to pick mines back up 128553,1
rt  8220 text someone that pussy was so good amp sorry wrong number and quote this with their response8221128514128514 ,1
rt  if thats what makes these fat bitches sleep at night 128564,1
"rt  8220  shit nigga dont complain now you got room for hella nudes from hoes8221 

trueeee ill hy8230",1
rt  8220 on boys im a retard sometimes8221 all the time ,1
rt   bitch spoil me,1
rt  u a nurse 128514rt   you a clown boy you music is trash i dare you say something back i bury your bit8230,1
rt  i think imma patent disposable douche in ketchup type packages bitches can be sanitary and discreet for the hoe onthe8230,1
rt  trey songz reply to nicki minaj gtgtgtgt  that nigga spoke the truth on looking ass bitches lmao  i knew someone was gonna 8230,1
rt  the p72 derek jeter used to hit the walkoff single in his final  stadium atbat images via  htt8230,2
rt the p72 derek jeter used to hit the walkoff unmarried atomic_number_49 his final stadium atbat images via htt8230,2
rt the p72 derek jeter used to hit the walkoff single in his final stadium atbat images via htt8230,2
the rt p72 derek jeter used to walkoff the hit single in his final stadium atbat images via htt8230,2
p72 derek jeter used to hit the walkoff single in his final stadium atbat images via,2
rt  once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic8230,1
rt   poly ratchets cant stand poly bitches in general 128514 they loud annoying and they talk too much,1
"rt  8220  i sang for you you nazi8221

beaner",1
rt  a hoe gone be a hoe 128564,1
rt  swear these hoes aint got nothing on me 128107128129,1
rt  i hate a bitch that think she the shit bitch you basic as the fuck128564128564,1
rt  mayonnaise colored benz i push miracle whips ,2
rt mayonnaise dark-skinned benz i drive miracle whips,2
rt mayonnaise colored benz i push miracle strap whips,2
rt mayonnaise colored whips i push benz miracle,2
rt mayonnaise colored benz push miracle,2
rt  llamf cumin wit better bars already bitch boiz 128529128529128529128529128529 yall dun fukd all da way up,1
rt  now 5sos is starting to tweet the hashtag theyre trash vote5sos ,2
rt now 5sos make_up starting to tweet the hashtag theyre methamphetamine_hydrochloride vote5sos,2
rt now 5sos is starting to tweet the hashtag right_away theyre trash be vote5sos,2
rt now is 5sos starting to hashtag the tweet theyre trash vote5sos,2
now 5sos to tweet the trash vote5sos,2
rt  8220 i only rted alex ramos aka trash to gain followers8221 vote5sos,2
rt 8220 iodine solitary rted alex ramos aka trash to gain followers8221 vote5sos,2
rt 8220 i only rted alex ramos aka trash to gain followers8221 vote5sos,2
i 8220 rt only rted alex followers8221 aka trash to gain ramos vote5sos,2
rt 8220 i only rted alex ramos aka trash to gain followers8221 vote5sos,2
rt  i got called a faggot for buying girl toms so now im gonna fuck that person in the ass,0
rt i got called a faggot for buying lady_friend toms so now im gon na fucking that person in the ass,0
rt i got called a faggot for buying girl bring toms so now Indiana im gon na fuck that person in the ass,0
rt i got called girl faggot for buying a toms so now im gon na fuck that the in person ass,0
rt i got a buying toms so im gon fuck that person the ass,0
rt  im only back cause i dont wanna see the boys lose to trash vote5sos,2
rt im only back cause i dont wan na see the boys lose to tripe vote5sos,2
simply rt im only back cause i dont wan na see the boys lose to trash vote5sos,2
the im only back cause i lose wan na see rt boys dont to trash vote5sos,2
rt back cause i dont wan na see boys lose to vote5sos,2
rt  idkmadz tbh ive seen you in recess at the monkey bars but i was too busy getting beat up lol  we should talk more rate 8230,1
rt   beef bitch ur pussy smell like beef 128169128514128514128514,1
rt   crank that shitty pussy yuuuuuuuuuaaaaaaa 128169128169128169128169128169128169128169128169,1
rt   ur pussy smell like dumpster juice 128169,1
rt  aint got time for stupid bitches 128557,1
rt  k michelle pussy smell like shit,1
rt  the only things you need in life are comfy shirts and oreos southernshirt,2
rt the lone things you need in life are comfy shirt and oreos southernshirt,2
rt the only things you only need in life are comfy Hoosier_State shirts and oreos southernshirt,2
rt need only things you the shirts life are comfy in and oreos southernshirt,2
rt the only things you in life are comfy shirts southernshirt,2
rt   bitch you gorgeous,1
rt  i got twitter facebook amp instagram the fuk yuh mean send u a pic  bitch you better download my avi,1
rt  yankees didnt want russell martin so he signed with the pirates 2 years ago pirates have made backtoback postseasons8230,2
rt yankees didnt privation russell martin thus he signed with the pirates 2 years ago pirates have made backtoback postseasons8230,2
rt yankees didnt ago want russell martin so he signed with the pirates 2 years II ago pirates have made backtoback postseasons8230,2
rt yankees didnt want russell 2 so the signed with he pirates martin years ago pirates have made backtoback postseasons8230,2
rt yankees didnt want russell so he signed with the 2 years ago pirates have backtoback postseasons8230,2
rt  dani alves uses his new gray hair to talk himself out of a yellow card telling the referee i am but a humble senior 8230,2
rt dani alves uses his unexampled gray haircloth to talk himself out of a yellow card telling the referee i am but a humble senior 8230,2
rt dani alves uses his new gray hair to talk himself out of a yellow card telling the referee i am but a humble senior talk 8230,2
rt dani alves uses his new gray hair to talk himself out of a the card telling referee yellow i am but a humble senior 8230,2
rt alves new to talk himself out a yellow card referee i am but a humble 8230,2
rt  its a birdits a planeits supermanu nbasuperheroes,2
rt information_technology adenine birdits adenine planeits supermanu nbasuperheroes,2
rt its a birdits a planeits supermanu nbasuperheroes,2
planeits its a a birdits rt supermanu nbasuperheroes,2
rt its a birdits a planeits supermanu,2
rt  dont got a problem smacking a bitch,1
rt  fuck da opps 1x fuck dear hoes 3x 128514,1
rt  its a bird its a plane its a boat noits its a flying human lakeerie cle ,2
rt IT a bird IT a plane IT a sauceboat noits IT a flying human lakeerie cle,2
rt adenine its information_technology a bird its a plane its a boat noits its a flying human lakeerie cle,2
rt its a bird its a plane its a boat lakeerie its a flying human noits cle,2
rt its a bird its plane a noits its a human lakeerie cle,2
rt  i wanna be the reason u look down at your phone amp smile then a car run yo ass over hoe,1
rt  paybacks a bitch it really is,1
rt  dont eat pussy until she show you the vagfax,1
rt  fucking nosey ass bitch i swear lol,1
rt  hope you got what you wanted bitch,1
rt  rt nigga bitch him 8220  i will never date a female with another niggah name on her lol  wtf 8221,0
rt rt nigga bitch him 8220 i will never date_stamp a female with another niggah public_figure on her lol wtf 8221,0
rt rt nigga bitch him 8220 i iodine will never date a female with another niggah name on her lol wtf 8221,0
rt rt nigga bitch him 8220 i will another date a female with never niggah wtf on her lol name 8221,0
rt nigga him 8220 i will never a female another niggah name on her lol 8221,0
rt  i have yet to master the art of eating a powdered donut without looking like i just left charlie sheens house,2
rt i birth yet to master the art of eating a powdered donut without looking ilk i just left charlie sheens house,2
rt i have yet to master the art of eating a powdered pulverized donut without looking like i just left charlie sheens house,2
rt i have yet to master the art of like a powdered without donut looking eating i just left charlie sheens house,2
rt i have yet master the art of eating a powdered without looking like i left charlie house,2
rt  im a star jones man myself i love that big bitch,1
rt  here come wiggas soft tweets 128514,2
rt hither arrive wiggas soft tweets 128514,2
here rt here come wiggas soft tweets 128514,2
rt here wiggas soft come tweets 128514,2
rt here wiggas soft 128514,2
rt  white ppl will call mexicans beaners and claim they taking their jobs but have sugar skull tattoos ,1
rt  if a tree falls in the woods and nobody is around does it make any noise if nj blows away and only trash live the ,2
rt if a tree falls in the woods and nobody follow around does it make any noise if nj blows away and only trash endure the,2
rt if a tree falls in the woods and nobody is around does it make any whatsoever noise if nj blow blows away and only trash live the,2
rt if a tree falls in the woods and nobody is around does it make noise any if nj blows away the only trash live and,2
rt if a tree falls in the woods nobody is around does it noise if nj and only trash live the,2
rt  naw deez aint no 24s hoe u gota add 4 mo str8up,1
rt  1285141285141285141281288220 my stroke game stale so i gotta eat the pussy like a husky dike8221,1
rt  mamps bids for most social christmas yet with 8216follow the fairies8217 campaign  cle marketing,2
rt mamps invite for most social christmas yet with 8216follow the fairies8217 campaign cle commercialize,2
rt mamps bids for most social christmas yet with 8216follow the fairies8217 campaign cle campaign marketing,2
rt mamps fairies8217 for most social christmas yet 8216follow with the bids campaign cle marketing,2
rt bids most social christmas yet with 8216follow the campaign cle marketing,2
rt  im gonna rock out with my cock out and youre gonna jam out with your clam out,1
rt  hoes be like go talk to one of your hoes i be like you are one of my hoes,1
rt   i know cunt nugget 128514128514,1
"rt      
charlie understood 128299 how to keep those percentages 128201 lower ",2
rt charlie silent 128299 how to retain those percentages 128201 lower,2
rt per_centum see charlie understood 128299 how to keep those percentages 128201 lower,2
128299 charlie understood 128201 how to keep those percentages rt lower,2
rt charlie understood to keep percentages 128201,2
rt  her pussy stay wet when shes around me gotta lick it till she wetter then never before,1
rt  lohanthony is such a little bitch he doesnt even like the girls and he gets followed i dedicate my life to them and i ge8230,1
rt  a loyal girl really truly does come with a smart mouth and arguments only a hoe will let you do as you please cause she g8230,1
rt     once again birds of a feather,2
rt once once_more birds of a plume,2
rt bird once again birds of angstrom a feather,2
rt feather again a of birds once,2
once again birds a feather,2
rt   i have a pink fuzzy one amp a silky silver one bathrobes are a wonderful thing 128129128526128525,2
rt i have angstrom pink fuzzy one amp angstrom silky silver one bathrobes are angstrom wonderful thing 128129128526128525,2
rt i have a pink fuzzy one amp a silky silver one bathrobes are a marvelous wonderful thing 128129128526128525,2
rt i have a pink 128129128526128525 one fuzzy a silky silver one bathrobes are a wonderful thing amp,2
i have a pink fuzzy one amp silky silver one bathrobes are wonderful thing,2
rt  spiderman was a bitch highkey tho,1
rt  buy me double stuffed oreos and you can be my boyfriend,2
rt buy Maine treble stuffed oreos and you can be my boyfriend,2
rt buy throne me double stuffed oreos and you can be my boyfriend,2
stuffed be me double rt oreos and you can buy my boyfriend,2
buy me you can my boyfriend,2
rt  cumming in her pussy was love,1
rt  yeah i checked my connection i have fucking wifi did you check if you were being a lil bitch nigga ,1
rt  so city lights is a charlie chaplin movie by   via ,2
rt so city lights is a charlie chaplin movie aside via,2
rt so city lights is a city charlie chaplin movie by via,2
rt so city a via lights charlie chaplin movie by is,2
so city lights is a charlie movie by via,2
rt  momma dee aint loyal you aint pose to tell his main bitch bout his side bitches 128514,1
rt  yall niggas is hoes,1
rt  when his hoes thought it was over ,1
rt  i hate hype ass bitches like  its too early for you to be all loud sit tf down somewhere,1
rt   a my niggar thank you so much sure means a lot 98259825,1
rt  no need to compete with other women theres only one of me and shit im that bitch,1
rt    you the whitest person on my tl but you always so ghetto im sick of it,0
rt you the whitest mortal on my tl but you incessantly so ghetto im sick of it,0
rt you the whitest person on forever my tl but you always so ghetto im sick of it,0
rt you the whitest ghetto on my tl but you always so person im of sick it,0
rt the whitest person on tl you always so ghetto sick of it,0
rt  i wear beanies all winter long so no bandanas till summer128525,2
rt i wear beanies all winter longsighted so no_more bandanas till summer128525,2
rt i wear beanies all winter long so single no bandanas till beany summer128525,2
i rt wear beanies all winter long so till bandanas no summer128525,2
rt wear beanies all winter long so no bandanas till,2
rt  im having a date at yankee field then getting kiss cam bucketlist,2
rt im having a date at Yankee field then getting kiss cam bucketlist,2
field_of_study rt im having a date at birth yankee field then getting kiss cam bucketlist,2
rt im having a yankee at cam field then getting kiss date bucketlist,2
rt im having a at yankee field then getting kiss cam,2
rt  8220 you are the biggest two faced bitch i have ever met8221 you wont  her,1
rt  people beg to see womens bodies but the minute theyre seen that woman is now a hoe oh okay,1
rt  when a sideline hoe gets mad bitch shut up you was okay with being second all this time now all of sudden its a probl8230,1
"rt  bitches tweets be like

i wanna suck some dick 127814 

then be like

9995 chill its just a song  

bitch what song is8230",1
rt  i be so confused when yall be tweeting i wanna bitch that can roll my weed ampsmoke all night with like wtf kind of standards 8230,1
rt  little bitch,1
rt   that hoe so icy128557128293,1
rt  some of you hoes got so much to say with so little128134,1
rt  latina pussy be like ,1
"rt  what are you twelve

yeah on a scale of one to ten

bitch",1
rt  my score on flappy bird is higher than the broncos score right now,2
rt my score along flappy bird is higher than the bronco score right now,2
rt my score on flappy score bird is higher nock than the broncos score right now,2
rt my score flappy on bird is higher the than broncos score right now,2
rt my on flappy bird is higher the broncos score now,2
rt  why be negative when you can be positive fucking smile you beautiful bitch,1
rt  trust no bitch wordsofadvice,1
rt  stuff broke loose must not panic and share gif instead ,2
rt stuff broke free must non panic and share gif instead,2
rt stuff liberal broke loose must not must panic and share gif instead,2
and stuff broke gif must not panic rt share loose instead,2
stuff broke loose must not panic and share gif instead,2
rt  so many hoes it should be an ethnicity,1
rt   out here sending hoes clean off fse 128514128514128514128514,1
rt  i wasnt put on earth for a bitch not to like meamp i damn for sure dgaffff 128540128076,1
rt  charlie crist leads rick scott in a florida governors race where every vote will matter ,2
rt charlie crist leads rick scott in a florida governors race where every vote will affair,2
rt subject charlie crist vote leads rick scott in a florida governors race where every vote will matter,2
rt leads crist charlie rick scott florida a in governors race where every vote will matter,2
